time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.57336	18.8391	4.95125	3.79773	0.470332	radar	1.46234	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.39683	18.7067	4.91588	3.81862	0.468148	lidar	1.12075	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.21423	18.5653	4.87345	3.8302	0.439073	radar	1.36576	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.09231	18.4087	4.78974	3.87074	0.464564	lidar	2.00921	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.91164	18.2343	4.86245	3.91611	0.523901	radar	7.07677	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65174	18.0945	4.95149	3.9035	0.472576	lidar	2.7418	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.48831	17.9448	4.88584	3.91302	0.438005	radar	3.43282	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25929	17.7787	4.94997	3.91451	0.410548	lidar	1.16245	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08166	17.5938	4.99447	3.94919	0.446946	radar	2.37632	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90155	17.4768	4.95556	3.94726	0.417867	lidar	6.13786	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76379	17.2583	4.99247	4.00596	0.489369	radar	3.04758	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.58788	17.0723	5.00711	4.023	0.479759	lidar	0.0860336	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42231	16.9074	4.94183	4.02076	0.423796	radar	2.18912	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25735	16.7355	4.93556	4.03257	0.412239	lidar	0.513919	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08029	16.5409	4.93413	4.03605	0.375638	radar	4.95366	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92636	16.3104	4.96896	4.06507	0.387606	lidar	2.26733	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.7667	16.1352	4.93039	4.06465	0.349053	radar	0.965744	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.55873	15.9684	4.96669	4.04967	0.307368	lidar	1.61916	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.43568	15.7352	5.01354	4.09973	0.37298	radar	2.21321	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.26239	15.5176	5.05721	4.10925	0.360605	lidar	0.78172	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.10352	15.3251	5.04784	4.11269	0.336949	radar	0.925441	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.889493	15.1076	5.13064	4.1022	0.300796	lidar	2.26354	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.738899	14.9277	5.07489	4.09755	0.260714	radar	2.32667	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.640452	14.713	5.03497	4.131	0.286992	lidar	0.6225	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.530713	14.4704	5.07425	4.17433	0.34024	radar	1.9069	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.356036	14.2485	5.12338	4.17311	0.316393	lidar	0.779709	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.237161	13.9952	5.20248	4.21684	0.377297	radar	3.08969	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.228929	13.7452	5.11687	4.28757	0.444712	lidar	3.72712	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.127634	13.5023	5.15596	4.31856	0.466242	radar	0.902851	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0423629	13.2716	5.21066	4.30775	0.42052	lidar	1.47276	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.16184	13.054	5.16516	4.30774	0.380246	radar	1.18366	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.160246	12.8273	5.07136	4.37021	0.439799	lidar	3.34205	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.280473	12.603	5.03277	4.36312	0.386148	radar	3.60477	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.402217	12.3676	5.05884	4.36441	0.361576	lidar	0.370873	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.530126	12.1597	5.0268	4.3509	0.310784	radar	3.74809	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.607044	11.9408	5.00038	4.36851	0.314225	lidar	0.533421	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.737506	11.7129	5.00815	4.35646	0.271521	radar	2.69354	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.939396	11.4702	5.09627	4.31546	0.197833	lidar	3.86135	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.05013	11.2446	5.05242	4.30573	0.154038	radar	2.54744	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.22877	11.0188	5.10145	4.275	0.103777	lidar	1.80925	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.30312	10.771	5.13761	4.3116	0.164978	radar	1.70601	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.43174	10.5177	5.17976	4.30901	0.150887	lidar	0.772861	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.51693	10.2538	5.22956	4.33721	0.192344	radar	1.59107	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.61321	10.0442	5.19009	4.34112	0.185625	lidar	1.94915	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.70293	9.81408	5.16288	4.34703	0.176385	radar	0.500622	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.77497	9.59432	5.12232	4.36147	0.184023	lidar	0.854188	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.88472	9.34147	5.18019	4.36962	0.194827	radar	2.50857	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.96427	9.04889	5.23523	4.38881	0.206129	lidar	4.08931	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.05169	8.8262	5.18294	4.38558	0.176505	radar	1.82273	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.14695	8.57427	5.20079	4.38924	0.169596	lidar	0.115578	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.27755	8.31949	5.24596	4.37571	0.139748	radar	2.70039	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.32075	8.08668	5.19606	4.40032	0.163036	lidar	0.896795	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.38342	7.87397	5.13191	4.4087	0.159159	radar	5.5238	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49766	7.62253	5.16867	4.39996	0.137349	lidar	0.628547	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.66623	7.38718	5.18258	4.3498	0.0392895	radar	5.26308	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.77038	7.13183	5.209	4.3477	0.0338841	lidar	0.295865	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82781	6.89682	5.1894	4.37304	0.0786905	radar	1.83221	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.86759	6.68987	5.10454	4.39261	0.0982865	lidar	2.61926	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.93239	6.46819	5.03466	4.38735	0.0614745	radar	3.96129	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.9864	6.23239	5.01059	4.40136	0.0750631	lidar	0.412869	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.10419	5.98425	5.0638	4.39166	0.0641549	radar	3.34432	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.18735	5.71002	5.11226	4.39697	0.0664446	lidar	1.6981	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.2977	5.46272	5.12	4.37345	0.00964507	radar	2.05396	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39551	5.2015	5.15763	4.37074	0.00566812	lidar	0.572652	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.46037	4.95545	5.15525	4.38833	0.0404109	radar	0.346804	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.5761	4.6769	5.23143	4.38047	0.0290417	lidar	2.10316	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.68551	4.42428	5.24273	4.35827	-0.024707	radar	2.02903	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.82043	4.15288	5.3172	4.34311	-0.0399788	lidar	2.44753	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.89827	3.91215	5.30054	4.3589	0.00163207	radar	1.32524	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.97028	3.67991	5.25957	4.36401	0.00627675	lidar	0.717887	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.07096	3.47534	5.19869	4.34405	-0.0385118	radar	4.045	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.16264	3.23088	5.20016	4.34315	-0.0373219	lidar	0.0135901	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.2777	2.97672	5.23355	4.32754	-0.0674369	radar	0.639791	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36838	2.70254	5.27566	4.3316	-0.0574662	lidar	1.34681	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45399	2.4528	5.27327	4.33975	-0.0335254	radar	0.254238	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.5589	2.18757	5.31233	4.33866	-0.0309238	lidar	0.638462	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66832	1.95811	5.29664	4.30997	-0.101808	radar	3.83397	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.78491	1.68411	5.35666	4.30691	-0.0959804	lidar	1.5551	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.90804	1.43597	5.37841	4.2893	-0.125388	radar	0.385144	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96816	1.2025	5.31753	4.29555	-0.115146	lidar	5.04509	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06275	0.985904	5.25957	4.29441	-0.101204	radar	1.17379	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12412	0.753814	5.20998	4.30074	-0.0913651	lidar	4.02241	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21761	0.458699	5.29902	4.30784	-0.0813193	radar	5.29634	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29266	0.218213	5.27205	4.31175	-0.0734898	lidar	1.57349	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.40153	-0.0175223	5.25099	4.31762	-0.0378939	radar	5.90538	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47203	-0.256348	5.22398	4.32401	-0.0293344	lidar	1.6432	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59335	-0.436237	5.14502	4.296	-0.0746247	radar	3.78364	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.73064	-0.61917	5.08436	4.26833	-0.108635	lidar	2.58848	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84661	-0.844621	5.11156	4.24321	-0.164127	radar	5.27948	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94165	-1.1156	5.16567	4.25398	-0.13626	lidar	1.57555	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02942	-1.38532	5.20863	4.26679	-0.108465	radar	2.90077	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.1688	-1.59145	5.18183	4.24436	-0.132501	lidar	1.00536	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31467	-1.82417	5.24947	4.20827	-0.206378	radar	3.8029	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.42066	-2.07572	5.26996	4.21204	-0.186354	lidar	0.593861	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.57279	-2.27606	5.23158	4.1883	-0.201789	radar	2.97426	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72333	-2.48481	5.21841	4.16656	-0.218285	lidar	0.369849	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.88041	-2.69468	5.2182	4.14321	-0.237989	radar	0.985189	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.97026	-2.96887	5.26411	4.16711	-0.186667	lidar	2.77451	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09849	-3.19318	5.24145	4.16592	-0.167348	radar	0.314154	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22327	-3.38804	5.19542	4.15252	-0.176169	lidar	1.35326	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36867	-3.63711	5.23695	4.15189	-0.16186	radar	4.4964	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.53035	-3.77151	5.13524	4.10747	-0.21567	lidar	4.61462	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.67598	-3.97898	5.14065	4.09412	-0.222882	radar	0.446498	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82853	-4.21035	5.17205	4.08973	-0.212496	lidar	0.555848	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.9795	-4.4286	5.17894	4.08336	-0.204749	radar	0.414903	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13867	-4.66998	5.22433	4.08218	-0.190853	lidar	1.27215	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27579	-4.87576	5.15409	4.08758	-0.154186	radar	2.48348	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40588	-5.09725	5.15603	4.0922	-0.136981	lidar	0.294366	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55182	-5.26496	5.06399	4.07988	-0.134284	radar	3.84143	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74309	-5.46228	5.08508	4.05573	-0.158044	lidar	1.74573	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90159	-5.66012	5.0732	4.04752	-0.155811	radar	0.308364	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05826	-5.84645	5.05846	4.03549	-0.161929	lidar	0.135893	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19618	-6.00412	4.96103	4.02699	-0.155139	radar	6.10265	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37856	-6.10163	4.87161	3.97674	-0.215271	lidar	4.73219	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55451	-6.28379	4.88338	3.9625	-0.219805	radar	0.917981	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69088	-6.4967	4.899	3.97597	-0.185839	lidar	0.553832	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91718	-6.65212	4.95669	3.93024	-0.242129	radar	7.03404	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.121	-6.81555	4.96787	3.90336	-0.262162	lidar	0.614405	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3074	-6.97553	4.98188	3.8828	-0.274881	radar	1.00072	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5367	-7.15613	5.03459	3.85816	-0.288621	lidar	3.59696	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7453	-7.29397	5.0362	3.82628	-0.313935	radar	1.80663	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9913	-7.45559	5.0859	3.7945	-0.334717	lidar	3.47907	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1819	-7.59255	5.04004	3.77599	-0.336913	radar	1.23979	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3273	-7.75311	4.99556	3.78452	-0.303371	lidar	3.24525	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5248	-7.87687	4.96116	3.76035	-0.315912	radar	1.75177	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7044	-7.98209	4.90666	3.73656	-0.328126	lidar	2.99035	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8999	-8.09129	4.82716	3.71118	-0.340729	radar	1.73368	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1148	-8.1817	4.80881	3.67415	-0.368304	lidar	0.559485	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3426	-8.30859	4.89686	3.65472	-0.366993	radar	2.71034	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5454	-8.39036	4.85835	3.6235	-0.38536	lidar	1.6905	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7543	-8.47112	4.78936	3.59041	-0.407555	radar	1.59058	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0309	-8.56146	4.85118	3.54759	-0.436155	lidar	3.9832	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2814	-8.65951	4.91749	3.52354	-0.434577	radar	2.75587	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5015	-8.70778	4.8843	3.48476	-0.458463	lidar	1.66959	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7224	-8.73986	4.7992	3.43538	-0.502955	radar	3.46102	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9427	-8.86036	4.81267	3.43889	-0.46418	lidar	1.19902	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1942	-8.95326	4.9095	3.43173	-0.430549	radar	3.00983	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.413	-9.07372	4.90897	3.43995	-0.390955	lidar	0.842105	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6424	-9.14406	4.88803	3.42003	-0.394195	radar	0.288648	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9296	-9.13813	4.93221	3.35478	-0.453587	lidar	1.77512	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1882	-9.21197	4.96767	3.34204	-0.438263	radar	4.5837	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4486	-9.33647	5.01047	3.3559	-0.389885	lidar	5.4826	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6925	-9.36267	4.95742	3.31626	-0.428332	radar	2.09022	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9473	-9.45318	4.98202	3.31821	-0.396877	lidar	2.18339	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1999	-9.4588	4.95985	3.27438	-0.435895	radar	2.28261	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4516	-9.45171	4.96293	3.23322	-0.461328	lidar	0.457407	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6709	-9.4482	4.9036	3.19736	-0.486102	radar	5.11596	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9538	-9.43314	4.95484	3.15582	-0.507216	lidar	1.40524	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2044	-9.49803	4.98255	3.16915	-0.446728	radar	7.99952	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4638	-9.51854	4.99722	3.15403	-0.437006	lidar	0.513233	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7219	-9.5058	4.99126	3.1197	-0.46088	radar	1.68717	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9766	-9.47293	5.0014	3.08424	-0.476676	lidar	0.164657	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2216	-9.43177	4.97877	3.04224	-0.51039	radar	0.642638	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4212	-9.4839	4.89939	3.05809	-0.459399	lidar	2.39317	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6571	-9.47332	4.90467	3.04775	-0.434139	radar	1.7064	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9053	-9.46601	4.90717	3.0349	-0.422709	lidar	0.26724	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1352	-9.42873	4.90363	3.01426	-0.415679	radar	3.94064	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3824	-9.30403	4.9358	2.94924	-0.47163	lidar	3.00081	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6166	-9.22468	4.91634	2.90342	-0.512525	radar	1.06996	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8686	-9.09855	4.95953	2.84681	-0.550743	lidar	1.19454	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.107	-8.99541	4.97886	2.80833	-0.56069	radar	4.88847	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2776	-9.13566	4.78903	2.8823	-0.4393	lidar	14.9882	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5161	-9.09599	4.79738	2.876	-0.413518	radar	1.5396	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7378	-8.99841	4.80192	2.83989	-0.432763	lidar	0.728194	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9797	-8.9171	4.81818	2.81269	-0.443969	radar	2.45905	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1757	-8.84937	4.77015	2.79413	-0.440538	lidar	1.29799	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4088	-8.76111	4.77698	2.76613	-0.45515	radar	1.91986	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6011	-8.73887	4.69811	2.77189	-0.42137	lidar	1.74128	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7923	-8.59135	4.66159	2.70059	-0.515928	radar	6.4635	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9948	-8.51535	4.63577	2.686	-0.502557	lidar	0.216902	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2045	-8.40958	4.6553	2.66962	-0.477469	radar	2.03815	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4358	-8.31122	4.68066	2.65345	-0.467362	lidar	1.23823	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6269	-8.19432	4.65839	2.62077	-0.48758	radar	0.876278	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8644	-7.94839	4.80424	2.54631	-0.545009	lidar	5.80975	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0554	-7.79598	4.78966	2.49429	-0.602893	radar	3.28383	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2824	-7.61797	4.86253	2.45814	-0.607684	lidar	2.22227	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4837	-7.48111	4.87928	2.45617	-0.544667	radar	1.9652	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6491	-7.3377	4.8423	2.43005	-0.544745	lidar	0.660058	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8409	-7.17797	4.86	2.41154	-0.52357	radar	0.944798	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0021	-7.08687	4.7669	2.40846	-0.499917	lidar	2.15756	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
